team,season,player_name,jersey_number,height,weight,college,player_id
NE,2024,Keshawn Banks,51.0,75.0,255.0,San Diego State,00-0038462
GB,2024,Brenton Cox Jr.,57.0,76.0,250.0,Florida,00-0038463
MIN,2024,Chuck Filiaga,62.0,78.0,337.0,Minnesota,00-0038464
GB,2024,Malik Heath,18.0,74.0,215.0,Mississippi,00-0038465
GB,2024,Henry Pearson,44.0,75.0,245.0,Appalachian State,00-0038468
GB,2024,Benny Sapp III,48.0,73.0,205.0,Northern Iowa,00-0038470
GB,2024,Kadeem Telfort,76.0,79.0,330.0,Alabama-Birmingham,00-0038471
PIT,2024,Duece Watts,85.0,74.0,200.0,Tulane,00-0038472
CAR,2024,Alex Cook,37.0,73.0,196.0,Washington,00-0038475
NYG,2024,Tommy DeVito,15.0,74.0,210.0,Illinois,00-0038476
NYG,2024,Bryce Ford-Wheaton,88.0,75.0,224.0,West Virginia,00-0038477
GB,2024,Gemon Green,41.0,74.0,186.0,Michigan,00-0038478
NYG,2024,Dyontae Johnson,54.0,74.0,230.0,Toledo,00-0038479
CHI,2024,Cameron Lyons,43.0,72.0,225.0,North Carolina-Charlotte,00-0038481
PHI,2024,Mekhi Garner,43.0,74.0,217.0,Louisiana State,00-0038482
PHI,2024,Joseph Ngata,86.0,75.0,215.0,Clemson,00-0038484
CLE,2024,Chim Okorafor,64.0,78.0,320.0,"Benedictine, Kan.",00-0038485
PHI,2024,Eli Ricks,23.0,74.0,195.0,Alabama,00-0038487
SEA,2024,Brady Russell,38.0,75.0,250.0,Colorado,00-0038488
PHI,2024,Ben VanSumeren,57.0,74.0,235.0,Michigan State,00-0038489
LA,2024,Ty Zentner,46.0,74.0,200.0,Kansas State,00-0038490
GB,2024,Deslin Alexandre,49.0,75.0,275.0,Pittsburgh,00-0038491
NYJ,2024,Jason Brownlee,16.0,75.0,202.0,Southern Mississippi,00-0038492
CAR,2024,Claudin Cherelus,53.0,74.0,230.0,Alcorn State,00-0038493
CLE,2024,Trey Dean III,42.0,74.0,206.0,Florida,00-0038494
NYJ,2024,Xavier Gipson,82.0,69.0,180.0,Stephen F. Austin,00-0038496
PHI,2024,E.J. Jenkins,84.0,78.0,243.0,Georgia Tech,00-0038498
CLE,2024,Caleb Johnson,48.0,73.0,230.0,Miami,00-0038499
LAC,2024,Brent Laing,65.0,76.0,294.0,Minnesota-Duluth,00-0038500
GB,2024,T.J. Luther,82.0,71.0,180.0,Gardner-Webb,00-0038502
BAL,2024,Trenton Simpson,23.0,74.0,230.0,Clemson,00-0038504
BAL,2024,Tavius Robinson,95.0,78.0,265.0,Mississippi,00-0038505
NYG,2024,Jordon Riley,95.0,77.0,325.0,Oregon,00-0038506
MIA,2024,Grant DuBose,88.0,74.0,200.0,North Carolina-Charlotte,00-0038507
JAX,2024,Jerome Carvin,61.0,77.0,321.0,Tennessee,00-0038509
MIA,2024,Anderson Hardy,68.0,78.0,290.0,Appalachian State,00-0038511
KC,2024,Cam Jones,44.0,74.0,228.0,Indiana,00-0038513
KC,2024,Truman Jones,57.0,75.0,242.0,Harvard,00-0038514
MIA,2024,Deneric Prince,35.0,72.0,219.0,Tulsa,00-0038518
KC,2024,Nikko Remigio,81.0,69.0,185.0,Fresno State,00-0038519
SEA,2024,Ty Scott,0.0,75.0,202.0,Missouri State,00-0038520
DEN,2024,Reese Taylor,35.0,70.0,190.0,Purdue,00-0038521
CLE,2024,Kahlef Hailassie,25.0,73.0,200.0,Western Kentucky,00-0038523
ATL,2024,William Hooper,28.0,72.0,185.0,"Northwestern State, La.",00-0038529
CAR,2024,DJ Johnson,52.0,76.0,270.0,Oregon,00-0038535
CAR,2024,Chandler Zavala,62.0,75.0,309.0,North Carolina State,00-0038536
CAR,2024,J.D. DiRenzo,65.0,78.0,315.0,Rutgers,00-0038537
ARI,2024,Paris Johnson Jr.,70.0,78.0,315.0,Ohio State,00-0038540
LV,2024,Tyree Wilson,9.0,78.0,275.0,Texas Tech,00-0038541
ATL,2024,Bijan Robinson,7.0,71.0,214.0,Texas,00-0038542
SEA,2024,Jaxon Smith-Njigba,11.0,72.0,198.0,Ohio State,00-0038543
LAC,2024,Quentin Johnston,1.0,76.0,201.0,Texas Christian,00-0038544
DAL,2024,Mazi Smith,58.0,75.0,337.0,Michigan,00-0038545
CIN,2024,Myles Murphy,99.0,77.0,275.0,Clemson,00-0038546
DAL,2024,Luke Schoonmaker,86.0,77.0,250.0,Michigan,00-0038547
BUF,2024,O'Cyrus Torrence,64.0,77.0,347.0,Florida,00-0038548
CIN,2024,DJ Turner II,20.0,71.0,181.0,Michigan,00-0038549
DET,2024,Hendon Hooker,2.0,75.0,218.0,Tennessee,00-0038550
NO,2024,Kendre Miller,25.0,72.0,220.0,Texas Christian,00-0038551
DEN,2024,Riley Moss,21.0,72.0,193.0,Iowa,00-0038552
LAC,2024,Daiyan Henley,0.0,73.0,232.0,Washington State,00-0038553
SF,2024,Ji'Ayir Brown,27.0,71.0,202.0,Penn State,00-0038554
JAX,2024,Tank Bigsby,4.0,71.0,213.0,Auburn,00-0038555
DAL,2024,DeMarvion Overshown,13.0,74.0,217.0,Texas,00-0038556
BUF,2024,Dorian Williams,42.0,74.0,230.0,Tulane,00-0038557
PIT,2024,Darnell Washington,80.0,79.0,265.0,Georgia,00-0038558
ARI,2024,Michael Wilson,14.0,74.0,209.0,Stanford,00-0038559
CIN,2024,Jordan Battle,27.0,73.0,206.0,Alabama,00-0038560
PHI,2024,Siaki Ika,62.0,75.0,358.0,Baylor,00-0038561
SF,2024,Jake Moody,4.0,73.0,210.0,Michigan,00-0038562
LV,2024,Tre Tucker,11.0,69.0,185.0,Cincinnati,00-0038563
CLE,2024,Cameron Latu,82.0,77.0,244.0,Alabama,00-0038564
MIN,2024,Mekhi Blackmon,5.0,71.0,175.0,Southern California,00-0038565
NO,2024,Nick Saldiveri,64.0,78.0,316.0,Old Dominion,00-0038566
ARI,2024,Chad Ryland,38.0,72.0,183.0,Maryland,00-0038567
ATL,2024,Clark Phillips III,22.0,70.0,183.0,Utah,00-0038568
NE,2024,Sidy Sow,62.0,77.0,334.0,Eastern Michigan,00-0038569
JAX,2024,Ventrell Miller,51.0,72.0,230.0,Florida,00-0038570
ARI,2024,Jon Gaines II,59.0,76.0,300.0,UCLA,00-0038571
SEA,2024,Cameron Young,93.0,75.0,315.0,Mississippi State,00-0038572
LAC,2024,Derius Davis,12.0,68.0,175.0,Texas Christian,00-0038573
CLE,2024,Isaiah McGuire,57.0,76.0,266.0,Missouri,00-0038574
WAS,2024,Viliami Fehoko Jr.,93.0,76.0,263.0,San Jose State,00-0038575
CIN,2024,Charlie Jones,15.0,72.0,188.0,Purdue,00-0038576
PIT,2024,Nick Herbig,51.0,74.0,227.0,Wisconsin,00-0038577
MIN,2024,Jay Ward,20.0,73.0,188.0,Louisiana State,00-0038578
LV,2024,Aidan O'Connell,12.0,75.0,210.0,Purdue,00-0038579
JAX,2024,Yasir Abdullah,56.0,73.0,242.0,Louisville,00-0038580
PHI,2024,KJ Henry,52.0,76.0,255.0,Clemson,00-0038581
ARI,2024,Clayton Tune,15.0,75.0,220.0,Houston,00-0038582
CLE,2024,Dorian Thompson-Robinson,17.0,74.0,205.0,UCLA,00-0038583
NE,2024,Jaquelin Roy,94.0,75.0,315.0,Louisiana State,00-0038584
CLE,2024,Cameron Mitchell,29.0,71.0,195.0,Northwestern,00-0038585
IND,2024,Atonio Mafi,65.0,75.0,339.0,UCLA,00-0038586
CAR,2024,Jammie Robinson,22.0,71.0,203.0,Florida State,00-0038587
NO,2024,Jordan Howden,31.0,72.0,210.0,Minnesota,00-0038588
TEN,2024,Josh Whyle,81.0,79.0,250.0,Cincinnati,00-0038589
LV,2024,Justin Shorter,88.0,76.0,228.0,Florida,00-0038590
SEA,2024,Mike Morris,94.0,78.0,292.0,Michigan,00-0038591
DET,2024,Colby Sorsdal,75.0,78.0,305.0,William &amp; Mary,00-0038592
SEA,2024,Olu Oluwatimi,51.0,75.0,307.0,Michigan,00-0038593
SF,2024,Darrell Luter Jr.,28.0,72.0,190.0,South Alabama,00-0038594
LAC,2024,Jordan McFadden,71.0,74.0,310.0,Clemson,00-0038595
JAX,2024,Antonio Johnson,26.0,74.0,195.0,Texas A&amp;M,00-0038596
CIN,2024,Chase Brown,30.0,70.0,205.0,Illinois,00-0038597
SEA,2024,Jaren Hall,15.0,72.0,205.0,Brigham Young,00-0038598
HOU,2024,Henry To'oTo'o,39.0,74.0,228.0,Alabama,00-0038599
ARI,2024,Owen Pappoe,44.0,72.0,226.0,Auburn,00-0038600
DAL,2024,Asim Richards,76.0,76.0,315.0,North Carolina,00-0038601
LV,2024,Chris Smith II,29.0,71.0,195.0,Georgia,00-0038602
SF,2024,Robert Beal Jr.,51.0,76.0,250.0,Georgia,00-0038603
KC,2024,Eric Scott Jr.,45.0,72.0,202.0,Southern Mississippi,00-0038604
DEN,2024,JL Skinner,34.0,76.0,220.0,Boise State,00-0038605
JAX,2024,Parker Washington,11.0,70.0,212.0,Penn State,00-0038606
TEN,2024,Jaelyn Duncan,71.0,78.0,320.0,Maryland,00-0038607
NE,2024,Kayshon Boutte,9.0,71.0,205.0,Louisiana State,00-0038608
CLE,2024,Luke Wypler,56.0,75.0,300.0,Ohio State,00-0038609
NE,2024,Bryce Baringer,17.0,74.0,215.0,Michigan State,00-0038610
WAS,2024,Chris Rodriguez Jr.,36.0,71.0,224.0,Kentucky,00-0038611
DEN,2024,A.T. Perry,87.0,77.0,205.0,Wake Forest,00-0038612
SEA,2024,Jerrick Reed II,32.0,69.0,192.0,New Mexico,00-0038613
LAC,2024,Scott Matlock,44.0,76.0,300.0,Boise State,00-0038614
HOU,2024,Jarrett Patterson,54.0,76.0,310.0,Notre Dame,00-0038615
JAX,2024,Christian Braswell,21.0,71.0,185.0,Rutgers,00-0038616
LV,2024,Amari Burney,56.0,74.0,228.0,Florida,00-0038617
HOU,2024,Xavier Hutchinson,19.0,75.0,210.0,Iowa State,00-0038618
CIN,2024,Andrei Iosivas,80.0,75.0,200.0,Princeton,00-0038619
DET,2024,Erick Hallett,25.0,71.0,190.0,Pittsburgh,00-0038620
NE,2024,Demario Douglas,3.0,68.0,170.0,Liberty,00-0038621
DAL,2024,Deuce Vaughn,42.0,66.0,176.0,Kansas State,00-0038622
ARI,2024,Dante Stills,55.0,76.0,285.0,West Virginia,00-0038623
CHI,2024,Ameer Speed,38.0,75.0,215.0,Michigan State,00-0038624
SF,2024,Dee Winters,53.0,71.0,230.0,Texas Christian,00-0038625
CIN,2024,Brad Robbins,10.0,73.0,205.0,Michigan,00-0038626
DET,2024,Antoine Green,18.0,74.0,200.0,North Carolina,00-0038627
ATL,2024,DeMarcco Hellams,23.0,73.0,208.0,Alabama,00-0038628
ATL,2024,Jovaughn Gwyn,56.0,74.0,300.0,South Carolina,00-0038629
JAX,2024,Cooper Hodges,75.0,76.0,295.0,Appalachian State,00-0038630
TEN,2024,Colton Dowell,14.0,75.0,215.0,Tennessee-Martin,00-0038632
HOU,2024,Nick Broeker,64.0,76.0,305.0,Mississippi,00-0038633
SF,2024,Nesta Jade Silvera,99.0,74.0,315.0,Arizona State,00-0038634
WAS,2024,Andre Jones Jr.,50.0,77.0,258.0,Louisiana-Lafayette,00-0038635
SEA,2024,Kenny McIntosh,25.0,72.0,210.0,Georgia,00-0038636
LAC,2024,Max Duggan,8.0,74.0,210.0,Texas Christian,00-0038637
PIT,2024,Cory Trice Jr.,27.0,75.0,215.0,Purdue,00-0038639
DAL,2024,Jalen Brooks,83.0,74.0,205.0,South Carolina,00-0038640
NE,2024,Isaiah Bolden,29.0,74.0,205.0,Jackson State,00-0038641
CIN,2024,D.J. Ivey,38.0,73.0,195.0,Miami,00-0038642
SF,2024,Brayden Willis,9.0,76.0,235.0,Oklahoma,00-0038643
HOU,2024,Brandon Hill,36.0,71.0,195.0,Pittsburgh,00-0038644
PIT,2024,Spencer Anderson,74.0,77.0,330.0,Maryland,00-0038645
NE,2024,Alex Austin,28.0,73.0,191.0,Oregon State,00-0038646
SF,2024,Ronnie Bell,10.0,72.0,190.0,Michigan,00-0038647
SF,2024,Jalen Graham,41.0,75.0,220.0,Purdue,00-0038648
DEN,2024,Alex Forsyth,54.0,76.0,312.0,Oregon,00-0038649
NYG,2024,Chase Cota,38.0,76.0,209.0,Oregon,00-0038651
LA,2024,Cory Durden,98.0,76.0,305.0,North Carolina State,00-0038653
DET,2024,Connor Galvin,76.0,79.0,302.0,Baylor,00-0038654
DET,2024,Steven Gilmore,24.0,72.0,170.0,Marshall,00-0038655
MIN,2024,Mohamed Ibrahim,36.0,70.0,210.0,Minnesota,00-0038656
DET,2024,Brandon Joseph,12.0,72.0,192.0,Notre Dame,00-0038657
NYJ,2024,Adrian Martinez,15.0,74.0,225.0,Kansas State,00-0038658
GB,2024,Zach Morton,60.0,76.0,260.0,Akron,00-0038659
DET,2024,Trevor Nowaske,53.0,75.0,235.0,Saginaw Valley State,00-0038660
DET,2024,Chris Smith,90.0,73.0,310.0,Notre Dame,00-0038661
ARI,2024,Starling Thomas V,24.0,70.0,195.0,Alabama-Birmingham,00-0038663
JAX,2024,DJ Coleman,54.0,77.0,245.0,Missouri,00-0038666
JAX,2024,Elijah Cooks,14.0,76.0,210.0,San Jose State,00-0038667
DEN,2024,Kaleb Hayes,46.0,72.0,195.0,Brigham Young,00-0038668
MIA,2024,Dequan Jackson,57.0,73.0,225.0,Colorado State,00-0038669
PIT,2024,Jaray Jenkins,82.0,74.0,200.0,Louisiana State,00-0038671
ARI,2024,Divaad Wilson,27.0,72.0,195.0,Central Florida,00-0038674
BUF,2024,Richard Gouraige,75.0,77.0,312.0,Florida,00-0038676
NO,2024,Jordan Mims,33.0,72.0,205.0,Fresno State,00-0038678
BUF,2024,Tyrell Shavers,80.0,76.0,210.0,San Diego State,00-0038679
BUF,2024,Bryan Thompson,89.0,75.0,200.0,Arizona State,00-0038680
GB,2024,Jalen Wayne,86.0,74.0,207.0,South Alabama,00-0038681
DET,2024,Mitchell Agude,50.0,76.0,255.0,Miami,00-0038682
MIA,2024,Ethan Bonner,27.0,73.0,190.0,Stanford,00-0038684
GB,2024,Chris Brooks,30.0,73.0,230.0,Brigham Young,00-0038685
SEA,2024,Brandon Pili,96.0,75.0,345.0,Southern California,00-0038694
DEN,2024,Keidron Smith,43.0,74.0,204.0,Kentucky,00-0038696
MIA,2024,Ezekiel Vandenburgh,57.0,75.0,235.0,Illinois State,00-0038700
ARI,2024,Daniel Arias,38.0,76.0,215.0,Colorado,00-0038702
TEN,2024,Kendell Brooks,30.0,72.0,215.0,Michigan State,00-0038703
ARI,2024,Emari Demercado,31.0,69.0,210.0,Texas Christian,00-0038705
PIT,2024,Jacob Slade,79.0,76.0,305.0,Michigan State,00-0038708
CLE,2024,Blake Whiteheart,86.0,76.0,243.0,Wake Forest,00-0038710
CLE,2024,Mohamoud Diabate,43.0,76.0,227.0,Utah,00-0038711
ARI,2024,Hassan Hall,48.0,72.0,196.0,Georgia Tech,00-0038714
CLE,2024,Ronnie Hickman Jr.,33.0,73.0,205.0,Ohio State,00-0038715
CLE,2024,Jeremiah Martin,60.0,76.0,267.0,Washington,00-0038716
DEN,2024,Tanner McCalister,30.0,71.0,195.0,Ohio State,00-0038717
CLE,2024,Lonnie Phelps,63.0,75.0,245.0,Kansas,00-0038718
CLE,2024,Charlie Thomas,35.0,74.0,207.0,Georgia Tech,00-0038719
MIA,2024,Julian Hill,89.0,76.0,250.0,Campbell,00-0038720
PIT,2024,Tyler Beach,69.0,78.0,312.0,Wisconsin,00-0038721
TEN,2024,Ali Gaye,99.0,78.0,262.0,Louisiana State,00-0038724
ATL,2024,Jesse Matthews,86.0,72.0,190.0,San Diego State,00-0038726
NO,2024,Xazavian Valladay,34.0,72.0,200.0,Arizona State,00-0038727
HOU,2024,Jared Wayne,14.0,75.0,210.0,Pittsburgh,00-0038728
HOU,2024,Kilian Zierer,66.0,79.0,312.0,Auburn,00-0038729
DAL,2024,TJ Bass,66.0,76.0,325.0,Oregon,00-0038731
DAL,2024,Earl Bostick Jr.,64.0,78.0,310.0,Kansas,00-0038732
DAL,2024,David Durden,85.0,74.0,200.0,West Florida,00-0038734
DAL,2024,Princeton Fant,85.0,74.0,240.0,Tennessee,00-0038735
DAL,2024,Durrell Johnson,51.0,75.0,235.0,Liberty,00-0038736
IND,2024,Isaiah Land,55.0,76.0,225.0,Florida A&amp;M,00-0038737
DAL,2024,Hunter Luepke,40.0,73.0,236.0,North Dakota State,00-0038738
DAL,2024,Jalen Moreno-Cropper,16.0,71.0,172.0,Fresno State,00-0038740
DAL,2024,John Stephens Jr.,81.0,77.0,221.0,Louisiana-Lafayette,00-0038741
DAL,2024,Tyrus Wheat,91.0,74.0,260.0,Mississippi State,00-0038742
PIT,2024,David Perales,33.0,75.0,255.0,Fresno State,00-0038746
SEA,2024,Jake Bobo,19.0,76.0,215.0,UCLA,00-0038752
SEA,2024,Lance Boykin,18.0,75.0,200.0,Coastal Carolina,00-0038753
MIA,2024,Robert Cooper,94.0,74.0,332.0,Florida State,00-0038757
PHI,2024,Griffin Hebert,48.0,73.0,229.0,Louisiana Tech,00-0038760
NE,2024,Matt Landers,14.0,76.0,197.0,Arkansas,00-0038762
SEA,2024,Patrick O'Connell,52.0,73.0,230.0,Montana,00-0038764
SEA,2024,Ty Okada,39.0,71.0,200.0,Montana State,00-0038765
SEA,2024,Chris Stoll,41.0,74.0,255.0,Penn State,00-0038769
NYG,2024,Jonathan Sutherland,34.0,71.0,214.0,Penn State,00-0038770
GB,2024,Christian Young,46.0,74.0,217.0,Arizona,00-0038773
CAR,2024,Nash Jensen,66.0,76.0,329.0,North Dakota State,00-0038775
CLE,2024,Ricky Lee,63.0,78.0,305.0,North Carolina A&amp;T,00-0038776
MIN,2024,Jalen Redmond,61.0,74.0,292.0,Oklahoma,00-0038778
NO,2024,Rejzohn Wright,28.0,74.0,200.0,Oregon State,00-0038781
PIT,2024,Eku Leota,53.0,75.0,257.0,Auburn,00-0038782
DEN,2024,Nate Adkins,45.0,75.0,252.0,South Carolina,00-0038783
MIN,2024,Henry Byrd,68.0,77.0,310.0,Princeton,00-0038785
NYG,2024,Art Green,35.0,74.0,200.0,Houston,00-0038788
CLE,2024,Marcus Haynes,38.0,76.0,240.0,Old Dominion,00-0038790
CAR,2024,Thomas Incoom,48.0,76.0,265.0,Central Michigan,00-0038791
NE,2024,Demontrey Jacobs,75.0,78.0,315.0,South Florida,00-0038792
DEN,2024,Jaleel McLaughlin,38.0,67.0,183.0,Youngstown State,00-0038794
ARI,2024,PJ Mustipher,94.0,76.0,318.0,Penn State,00-0038795
DEN,2024,Alex Palczewski,63.0,78.0,315.0,Illinois,00-0038796
GB,2024,Emanuel Wilson,31.0,71.0,220.0,Fort Valley State,00-0038797
DET,2024,Abraham Beauplan,48.0,74.0,235.0,Marshall,00-0038800
MIN,2024,Andre Carter II,55.0,78.0,260.0,Army,00-0038801
TB,2024,Cephus Johnson III,28.0,77.0,220.0,Southeastern Louisiana,00-0038805
GB,2024,Malik Knowles,82.0,74.0,200.0,Kansas State,00-0038806
MIN,2024,Ivan Pace Jr.,0.0,70.0,235.0,Cincinnati,00-0038807
GB,2024,Jack Podlesny,16.0,73.0,180.0,Georgia,00-0038808
GB,2024,Ben Sims,89.0,77.0,258.0,Baylor,00-0038809
MIN,2024,Thayer Thomas,89.0,72.0,195.0,North Carolina State,00-0038810
MIN,2024,NaJee Thompson,36.0,71.0,205.0,Georgia Southern,00-0038811
MIN,2024,Jaylin Williams,38.0,70.0,180.0,Indiana,00-0038812
CLE,2024,Brandon Bouyer-Randle,46.0,74.0,229.0,Connecticut,00-0038815
TB,2024,Evan Deckers,86.0,75.0,244.0,Duke,00-0038817
TB,2024,Luke Haggard,72.0,79.0,305.0,Indiana,00-0038818
LV,2024,Keenan Isaac,21.0,75.0,190.0,Alabama State,00-0038819
TB,2024,Christian Izien,29.0,70.0,200.0,Rutgers,00-0038820
TB,2024,Rakim Jarrett,18.0,72.0,190.0,Maryland,00-0038821
DET,2024,Kaevon Merriweather,26.0,72.0,212.0,Iowa,00-0038823
TB,2024,Ryan Miller,81.0,74.0,209.0,Furman,00-0038824
TB,2024,Raiqwon O'Neal,75.0,76.0,305.0,UCLA,00-0038826
TB,2024,Tanner Taula,84.0,78.0,255.0,Illinois State,00-0038828
WAS,2024,Kazmeir Allen,31.0,68.0,175.0,UCLA,00-0038830
IND,2024,Mason Brooks,67.0,78.0,315.0,Mississippi,00-0038832
CIN,2024,Joshua Pryor,47.0,76.0,280.0,Bowie State,00-0038835
WAS,2024,Mitchell Tinsley,84.0,73.0,205.0,Penn State,00-0038839
WAS,2024,Brycen Tremayne,89.0,76.0,212.0,Stanford,00-0038840
WAS,2024,Nick Whiteside,37.0,73.0,200.0,Saginaw Valley State,00-0038841
MIA,2024,Shakel Brown,94.0,75.0,299.0,Troy,00-0038842
PIT,2024,Jacob Copeland,89.0,72.0,203.0,Maryland,00-0038843
TEN,2024,Tre'Shaun Harrison,82.0,73.0,191.0,Oregon State,00-0038844
JAX,2024,Matthew Jackson,35.0,73.0,215.0,Eastern Kentucky,00-0038845
BAL,2024,Anthony Kendall,33.0,70.0,180.0,Baldwin-Wallace,00-0038848
TEN,2024,TK McLendon Jr.,96.0,76.0,270.0,Eastern Kentucky,00-0038850
LAC,2024,Caleb Murphy,50.0,75.0,245.0,Ferris State,00-0038851
TEN,2024,John Ojukwu,61.0,77.0,310.0,Boise State,00-0038852
TEN,2024,Otis Reese,41.0,75.0,225.0,Mississippi,00-0038853
TEN,2024,Thomas Rush,48.0,75.0,250.0,Minnesota,00-0038854
NE,2024,Brevin Allen,43.0,76.0,265.0,Campbell,00-0038856
LV,2024,Terrell Bynum,34.0,73.0,190.0,Southern California,00-0038860
LAC,2024,Jerrod Clark,72.0,76.0,340.0,Coastal Carolina,00-0038861
LAC,2024,Elijah Dotson,42.0,72.0,200.0,Northern Colorado,00-0038862
SEA,2024,Michael Ezeike,47.0,77.0,252.0,UCLA,00-0038864
DEN,2024,Andrew Farmer,53.0,76.0,250.0,Lane,00-0038865
SEA,2024,AJ Finley,24.0,72.0,205.0,Mississippi,00-0038866
TEN,2024,Mikel Jones,94.0,73.0,220.0,Syracuse,00-0038868
PIT,2024,Jack Colletto,45.0,75.0,239.0,Oregon State,00-0038875
PIT,2024,Joey Fisher,79.0,77.0,322.0,Shepherd,00-0038876
PIT,2024,D'Shawn Jamison,5.0,69.0,187.0,Texas,00-0038877
LV,2024,Corey Luciano,63.0,76.0,294.0,Washington,00-0038879
SEA,2024,Ilm Manning,68.0,76.0,295.0,Hawaii,00-0038880
GB,2024,Spencer Waege,64.0,77.0,282.0,North Dakota State,00-0038882
NYJ,2024,Isaiah Winstead,31.0,76.0,213.0,East Carolina,00-0038883
CIN,2024,Shaka Heyward,50.0,75.0,220.0,Duke,00-0038890
CIN,2024,Shedrick Jackson,12.0,73.0,202.0,Auburn,00-0038891
CIN,2024,Jaxson Kirkland,60.0,79.0,340.0,Washington,00-0038892
CIN,2024,Devonnsha Maxwell,69.0,75.0,296.0,Chattanooga,00-0038893
PIT,2024,Tyler Murray,40.0,73.0,225.0,Memphis,00-0038895
CLE,2024,Jacob Saylors,35.0,71.0,195.0,East Tennessee State,00-0038896
PIT,2024,Shaquan Davis,80.0,77.0,180.0,South Carolina State,00-0038902
NO,2024,Mark Evans II,68.0,76.0,295.0,Arkansas-Pine Bluff,00-0038903
NO,2024,Blake Grupe,19.0,67.0,156.0,Notre Dame,00-0038905
NO,2024,Lou Hedley,15.0,76.0,220.0,Miami,00-0038906
ATL,2024,Anthony Johnson,43.0,74.0,205.0,Virginia,00-0038907
NO,2024,Anfernee Orji,58.0,74.0,230.0,Vanderbilt,00-0038908
LA,2024,SaRodorick Thompson Jr.,27.0,72.0,215.0,Texas Tech,00-0038910
BAL,2024,Malik Cunningham,12.0,73.0,190.0,Louisville,00-0038911
GB,2024,Johnny Lumpkin,86.0,78.0,268.0,Louisiana-Lafayette,00-0038913
SEA,2024,McClendon Curtis,66.0,78.0,328.0,Chattanooga,00-0038914
LV,2024,Jaydon Grant,40.0,72.0,182.0,Oregon State,00-0038915
CAR,2024,Azizi Hearn,31.0,73.0,206.0,UCLA,00-0038916
LV,2024,John Shenker,86.0,76.0,249.0,Auburn,00-0038920
SEA,2024,Drake Thomas,42.0,71.0,236.0,North Carolina State,00-0038922
LV,2024,Dalton Wagner,78.0,80.0,331.0,Arkansas,00-0038923
TB,2024,Silas Dzansi,61.0,77.0,335.0,Virginia Tech,00-0038924
ATL,2024,Carlos Washington,28.0,71.0,220.0,Southeastern Louisiana,00-0038930
CHI,2024,Darnell Wright,58.0,78.0,335.0,Tennessee,00-0038932
BUF,2024,Dalton Kincaid,86.0,76.0,240.0,Utah,00-0038933
JAX,2024,Anton Harrison,77.0,77.0,315.0,Oklahoma,00-0038934
JAX,2024,Brenton Strange,85.0,76.0,247.0,Penn State,00-0038935
HOU,2024,Juice Scruggs,70.0,75.0,310.0,Penn State,00-0038936
CHI,2024,Zacch Pickens,96.0,76.0,305.0,South Carolina,00-0038937
NYG,2024,Jalin Hyatt,13.0,72.0,185.0,Tennessee,00-0038938
DET,2024,Brodric Martin,96.0,77.0,330.0,Western Kentucky,00-0038939
JAX,2024,Tyler Lacy,93.0,76.0,295.0,Oklahoma State,00-0038940
CHI,2024,Tyler Scott,10.0,71.0,185.0,Cincinnati,00-0038941
LA,2024,Cameron McCutcheon,41.0,75.0,200.0,Western Carolina,00-0038946
LA,2024,Grant Miller,63.0,76.0,312.0,Baylor,00-0038947
TB,2024,Sean Tucker,44.0,70.0,210.0,Syracuse,00-0038951
ATL,2024,Dylan Drummond,81.0,72.0,186.0,Eastern Michigan,00-0038953
PIT,2024,Izaiah Gathings,89.0,76.0,222.0,Middle Tennessee,00-0038954
KC,2024,Ekow Boye-Doe,40.0,72.0,171.0,Kansas State,00-0038956
TB,2024,Markees Watts,58.0,73.0,240.0,North Carolina-Charlotte,00-0038958
GB,2024,LJ Davis,40.0,74.0,200.0,Northern Arizona,00-0038960
SEA,2024,Eric Garror,37.0,68.0,178.0,Louisiana-Lafayette,00-0038961
GB,2024,Ellis Merriweather,38.0,73.0,225.0,Massachusetts,00-0038965
ATL,2024,Natrone Brooks,35.0,71.0,176.0,Southern Mississippi,00-0038966
NYG,2024,Kearis Jackson,5.0,71.0,200.0,Georgia,00-0038969
DEN,2024,Marvin Mims Jr.,19.0,71.0,182.0,Oklahoma,00-0038976
HOU,2024,Tank Dell,3.0,70.0,165.0,Houston,00-0038977
PHI,2024,Byron Young,94.0,75.0,292.0,Alabama,00-0038978
CLE,2024,Cedric Tillman,19.0,75.0,215.0,Tennessee,00-0038979
ATL,2024,Zach Harrison,96.0,77.0,272.0,Ohio State,00-0038980
KC,2024,Wanya Morris,64.0,78.0,310.0,Oklahoma,00-0038981
KC,2024,Chamarri Conner,27.0,72.0,206.0,Virginia Tech,00-0038982
KC,2024,BJ Thompson,53.0,78.0,235.0,Stephen F. Austin,00-0038983
ARI,2024,Kei'Trel Clark,13.0,70.0,177.0,Louisville,00-0038984
TEN,2024,Keondre Coburn,91.0,74.0,344.0,Texas,00-0038985
KC,2024,Nic Jones,31.0,72.0,185.0,Ball State,00-0038986
MIN,2024,Jordan Addison,3.0,71.0,175.0,Southern California,00-0038994
NO,2024,Bryan Bresee,90.0,77.0,300.0,Clemson,00-0038995
GB,2024,Tucker Kraft,85.0,77.0,255.0,South Dakota State,00-0038996
IND,2024,Josh Downs,1.0,69.0,175.0,North Carolina,00-0038997
NO,2024,Jake Haener,3.0,73.0,195.0,Fresno State,00-0038998
